web-scraper-order,web-scraper-start-url,Url,Url-href,Nama,Usaha Utama,Produk Utama,Alamat,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama (Produk Masal),Target Pasar Utama (Produk Spesifik),Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan (/tahun),Kebutuhan Pembiayaan Kredit,Nilai Aset yang dapat menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
"1622315723-4534","https://www.bi.go.id/bisaid","Arif Sangkar Burung","https://www.bi.go.id/bisaid/bisaid/Detail?pm=rVT3AgV9qubguFBGUNc2BQ==&mp=fOhzApotY5QnAtxxXvjAfA==","Arif Sangkar Burung","Usaha Utama  : Sangkar Burung","Produk Utama : Sangkar Burung","Padmosari RT/RW  10/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN LAMPUNG SELATAN Provinsi LAMPUNG 

                                        Telp : 82375233646 Fax : -","Perorangan","6","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %","Tinggi","Rp. 52,40 Juta","Rp. 64,00 Juta","10 %/Tahun","Rp. 8,00 Juta","Rp. 80,00 Juta","4"
"1622314697-4214","https://www.bi.go.id/bisaid","Arief Souvenir","https://www.bi.go.id/bisaid/bisaid/Detail?pm=NheVe/F/rOD6xo1sw7oerA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Arief Souvenir","Usaha Utama  : Pembuatan Fiber Glass","Produk Utama : Fiber Glass","Mataram No. 44 RT/RW  37/13 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","15","Retail dan Distributor","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 820,25 Juta","Rp. 120,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 500,00 Juta","10"
"1622316394-4748","https://www.bi.go.id/bisaid","Bulan Purnama","https://www.bi.go.id/bisaid/bisaid/Detail?pm=5L2D+K1J74Mo5XrrjKHZAQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622317422-5066","https://www.bi.go.id/bisaid","Cendol Kasrani","https://www.bi.go.id/bisaid/bisaid/Detail?pm=TFfgVLp2S1RRq4q2F4JoqQ==&mp=xI6rAeQkygTAn3Z625IGLg==","Cendol Kasrani","Usaha Utama  : Cendol","Produk Utama : Cendol","Senaken RT/RW  11/ 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 1,80 Juta","Rp. 60,00 Juta","- %/Tahun","Rp. 5,00 Juta","Rp. 700,00 Juta","3"
"1622315775-4551","https://www.bi.go.id/bisaid","Usaha Karak","https://www.bi.go.id/bisaid/bisaid/Detail?pm=BteBAUYUAdLY7zNKhJ2twQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Usaha Karak","Usaha Utama  : Pembuatan Karak","Produk Utama : Karak","Karanggayam RT/RW  1/4/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BOYOLALI Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","5","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 5.000.000,00 Juta","Rp. 12,00 Juta","25 %/Tahun","Rp. 4,00 Juta","Rp. 4,00 Juta","4"
"1622316975-4931","https://www.bi.go.id/bisaid","Bata Expres","https://www.bi.go.id/bisaid/bisaid/Detail?pm=gLfZas/x4uDbE0bhzUz7og==&mp=fOhzApotY5QnAtxxXvjAfA==","Bata Expres","Usaha Utama  : Bata","Produk Utama : Bata","R.A Kartini RT/RW  4/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PASER Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Rendah","Rp. 43,00 Juta","Rp. 360,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 10,00 Juta","5"
"1622316257-4704","https://www.bi.go.id/bisaid","Monalia Co.","https://www.bi.go.id/bisaid/bisaid/Detail?pm=rB+aMiig+AnJTXOtzvFJuw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Monalia Co.","Usaha Utama  : Pembuatan Gordyn","Produk Utama : Gordyn","Anjasmoro Iv No 21 RT/RW  40666 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","14","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Sedang","Rp. 506,00 Juta","Rp. 262,00 Juta","20 %/Tahun","Rp. 10,00 Juta","Rp. 464,00 Juta","7"
"1622317614-5127","https://www.bi.go.id/bisaid","Andi Nurhayati","https://www.bi.go.id/bisaid/bisaid/Detail?pm=+Ue5dDFchIsQhg+e3VFbXA==&mp=fOhzApotY5QnAtxxXvjAfA==","Andi Nurhayati","Usaha Utama  : Tenun","Produk Utama : Sarung Samarinda","Jl P Bendahara RT/RW  02/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SAMARINDA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   40,00 %","Tinggi","Rp. 164.200.000,00 Juta","Rp. 59.000.000,00 Juta","10 %/Tahun","Rp. 5,00 Juta","Rp. 70,00 Juta","3"
"1622316318-4723","https://www.bi.go.id/bisaid","Jamu Gendong","https://www.bi.go.id/bisaid/bisaid/Detail?pm=r0kh967GT8MzfVOBK85tqg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622315094-4346","https://www.bi.go.id/bisaid","Vanes Aluminium","https://www.bi.go.id/bisaid/bisaid/Detail?pm=JxE6njnssG7ghuQ+Kb/M+Q==&mp=xI6rAeQkygTAn3Z625IGLg==","Vanes Aluminium","Usaha Utama  : Aluminium","Produk Utama : Etalase","Indrakilla Stat Iii No 4 RT/RW  03/ 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","1","Retail","Memenuhi Order Dari Distributor/Eksportir/Trader   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 62,65 Juta","Rp. 74,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 20,00 Juta","5"
"1622315342-4419","https://www.bi.go.id/bisaid","Depot Air Minum Aqua Jaya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=usfTAGD+4aJ6fJ1eZv0SwA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Depot Air Minum Aqua Jaya","Usaha Utama  : Depot Air Minum","Produk Utama : Air Minum Galon","Brawijaya No. 116 RT/RW  1/7/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN MANOKWARI Provinsi PAPUA BARAT 

                                        Telp : 81344433369 Fax : -","Perorangan","2","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 122,00 Juta","Rp. 204,00 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 641,00 Juta","10"
"1622317126-4978","https://www.bi.go.id/bisaid","null","https://www.bi.go.id/bisaid/bisaid/Detail?pm=/gn1NWzZxzjIbHpOqRu5SA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","-","Usaha Utama  : Pembuatan Kuali, Linggis, Pahat,Pipa Wc Dan Lain-Lain","Produk Utama : Kuali, Linggis, Pahat,Pipa Wc Dan Lain-Lain","Tuasan No.90 Medan RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MEDAN Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","19","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tinggi","Rp. 122,00 Juta","Rp. 307,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 100,00 Juta","5"
"1622316445-4765","https://www.bi.go.id/bisaid","Nining Collection","https://www.bi.go.id/bisaid/bisaid/Detail?pm=9MdVsqyyNpJriFBSIW0drw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Nining Collection","Usaha Utama  : Pembuatan Handycraft(Sulam Pita, Gordyn)","Produk Utama : Handycraft(Sulam Pita, Gordyn)","Nangka Barat No.6 RT/RW  40545 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","30","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   90,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   10,00 %","Tinggi","Rp. 395,00 Juta","Rp. 100,00 Juta","80 %/Tahun","Rp. 0,00 Juta","Rp. 300,00 Juta","8"
"1622316486-4778","https://www.bi.go.id/bisaid","Batik Semarang Indah","https://www.bi.go.id/bisaid/bisaid/Detail?pm=w5r7lo2MndXH35E7Kda/wg==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Batik Semarang Indah","Usaha Utama  : Pembuatan Batik","Produk Utama : Batik","Kampung Batik Gedong No 437 RT/RW  40576 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SEMARANG Provinsi JAWA TENGAH 

                                        Telp : - Fax : -","Perorangan","12","Retail dan Distributor","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   20,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   80,00 %","Rendah","Rp. 128,86 Juta","Rp. 48,00 Juta","80 %/Tahun","Rp. 10,00 Juta","Rp. 117,00 Juta","9"
"1622317498-5090","https://www.bi.go.id/bisaid","UD Sinar Jaya","https://www.bi.go.id/bisaid/bisaid/Detail?pm=AqdGtk4OqoeAEJiTp7lvcA==&mp=JHuIBacQ7Iz+a8xx8lclUA==","UD Sinar Jaya","Usaha Utama  : Kusen,pintu","Produk Utama : Kusen,pintu,cendela","Merpati Raya No 50 RT/RW  40603 

                                        Kelurahan - Kecamatan - Kabupaten KOTA TANGERANG Provinsi BANTEN 

                                        Telp : 85216255191 Fax : -","Perorangan","3","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Sedang","Rp. 90,00 Juta","Rp. 420,00 Juta","25 %/Tahun","Rp. 10,00 Juta","Rp. 185,00 Juta","5"
"1622315177-4370","https://www.bi.go.id/bisaid","ANEKA CAMILAN ANDINI","https://www.bi.go.id/bisaid/bisaid/Detail?pm=2PDTxjcFXrTM92/j/39RIQ==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","ANEKA CAMILAN ANDINI","Usaha Utama  : KERIPIK","Produk Utama : KERIPIK BUAH","JL. PATIMURA GG MELATI RT/RW  9/1/2000 

                                        Kelurahan - Kecamatan - Kabupaten KOTA SERANG Provinsi BANTEN 

                                        Telp : - Fax : -","Perorangan","8","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Tidak Ada   0,00 %","Sedang","Rp. 32,50 Juta","Rp. 270,00 Juta","20 %/Tahun","Rp. 9,00 Juta","Rp. 12,00 Juta","2"
"1622317336-5041","https://www.bi.go.id/bisaid","Batik Tulis Ibu Sartirun","https://www.bi.go.id/bisaid/bisaid/Detail?pm=G61zcvFzbUyDqQPfKdPiBA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Batik Tulis Ibu Sartirun","Usaha Utama  : Batik Tulis","Produk Utama : Batik Tulis","N/A RT/RW  4/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANJARNEGARA Provinsi JAWA BARAT 

                                        Telp : 81804896759 Fax : -","Perorangan","15","Retail dan Distributor","Tidak Ada   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Sedang","Rp. 47,00 Juta","Rp. 142,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 80,00 Juta","3"
"1622317379-5053","https://www.bi.go.id/bisaid","Akhsama Higienis","https://www.bi.go.id/bisaid/bisaid/Detail?pm=j7RG+wjThKfC/zB9hBi/gQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Akhsama Higienis","Usaha Utama  : Air Isi Ulang","Produk Utama : Air","D.I. Panjaitan No. 02 RT/RW  81/- 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BALIKPAPAN Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","2","Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 159,50 Juta","Rp. 88,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 45,00 Juta","8"
"1622316696-4844","https://www.bi.go.id/bisaid","Raos","https://www.bi.go.id/bisaid/bisaid/Detail?pm=BYFSGDZQmbIBLgzg/jwZBQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622315768-4549","https://www.bi.go.id/bisaid","Batu Bata H Attan Jaffar","https://www.bi.go.id/bisaid/bisaid/Detail?pm=4fjpvrOockixw9ij8IvsyQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Batu Bata H Attan Jaffar","Usaha Utama  : Pembuatan Batu Bata","Produk Utama : Batu Bata","- RT/RW  40609 

                                        Kelurahan - Kecamatan - Kabupaten KOTA PEKANBARU Provinsi RIAU 

                                        Telp : - Fax : -","Perorangan","12","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 456,00 Juta","Rp. 576,00 Juta","20 %/Tahun","Rp. 0,00 Juta","Rp. 100,00 Juta","6"
"1622315123-4356","https://www.bi.go.id/bisaid","Industri Genteng","https://www.bi.go.id/bisaid/bisaid/Detail?pm=l1qS7I2Al8KGeAqy65FpiA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Industri Genteng","Usaha Utama  : Genteng","Produk Utama : Genteng","Jati Renggo RT/RW  1/7/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PRINGSEWU Provinsi LAMPUNG 

                                        Telp : 85279652775 Fax : -","Perorangan","4","Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 120,00 Juta","Rp. 105,00 Juta","10 %/Tahun","Rp. 10,00 Juta","Rp. 75,00 Juta","5"
"1622314877-4274","https://www.bi.go.id/bisaid","Handycraft Sukirno","https://www.bi.go.id/bisaid/bisaid/Detail?pm=Tvf4KYK/k3nQT8oZ9exw0w==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Handycraft Sukirno","Usaha Utama  : Pembuatan Wayang Kulit","Produk Utama : Wayang Kulit","Letjen S. Parman RT/RW  51/10 

                                        Kelurahan - Kecamatan - Kabupaten KOTA YOGYAKARTA Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","170","Distributor","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Rendah","Rp. 2.788,00 Juta","Rp. 500,00 Juta","50 %/Tahun","Rp. 0,00 Juta","Rp. 3.175,00 Juta","14"
"1622315285-4400","https://www.bi.go.id/bisaid","Maju Rahayu","https://www.bi.go.id/bisaid/bisaid/Detail?pm=AISiBUy0FidCeMvaB6Ow0w==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Maju Rahayu","Usaha Utama  : Pembuatan Souvenir","Produk Utama : Undangan Pengantin","Pucung / DK Karangasem  RT/RW  12540 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANTUL Provinsi DI YOGYAKARTA 

                                        Telp : - Fax : -","Perorangan","13","Retail dan Distributor","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Sedang","Rp. 125,50 Juta","Rp. 55,50 Juta","30 %/Tahun","Rp. 10,00 Juta","Rp. 25,00 Juta","7"
"1622317216-5005","https://www.bi.go.id/bisaid","Pertenunan Sutera Cora Laba","https://www.bi.go.id/bisaid/bisaid/Detail?pm=RuwuIKDmaCmuVsepRJN4eA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Pertenunan Sutera Cora Laba","Usaha Utama  : Pembuatan Kain Sutera","Produk Utama : Kain Sarung","Pelita No 28 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN GOWA Provinsi SULAWESI SELATAN 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 155,00 Juta","Rp. 318,50 Juta","10 %/Tahun","Rp. 0,00 Juta","Rp. 20,00 Juta","4"
"1622314778-4242","https://www.bi.go.id/bisaid","Es Kusuka","https://www.bi.go.id/bisaid/bisaid/Detail?pm=wpNXilnEp8wjXBrKGbZrxw==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Es Kusuka","Usaha Utama  : Pembuatan Es Lilin","Produk Utama : Es Lilin","Cijeruk No. 11 RT/RW  40586 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANDUNG Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 54,20 Juta","Rp. 60,00 Juta","50 %/Tahun","Rp. 2,50 Juta","Rp. 50,00 Juta","5"
"1622316894-4906","https://www.bi.go.id/bisaid","Masrani","https://www.bi.go.id/bisaid/bisaid/Detail?pm=G685NT0db+cR41/qsHpDxQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Masrani","Usaha Utama  : Pembutan Kerupuk","Produk Utama : Kerupuk","Kuin Utara RT/RW  40697 

                                        Kelurahan - Kecamatan - Kabupaten KOTA BANJARMASIN Provinsi KALIMANTAN SELATAN 

                                        Telp : - Fax : -","Perorangan","4","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 5,60 Juta","Rp. 33,00 Juta","20 %/Tahun","Rp. 0,60 Juta","Rp. 0,00 Juta","3"
"1622315057-4334","https://www.bi.go.id/bisaid","Usaha Pembuatan Tempe","https://www.bi.go.id/bisaid/bisaid/Detail?pm=RMmBPWuG3f5DPod80bc4Eg==&mp=xI6rAeQkygTAn3Z625IGLg==","Usaha Pembuatan Tempe","Usaha Utama  : Pembuatan Tempe","Produk Utama : Tempe","Gang Teratai RT/RW  5/11/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PENAJAM PASER UTARA Provinsi KALIMANTAN TIMUR 

                                        Telp : - Fax : -","Perorangan","3","Retail","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   50,00 %","Rendah","Rp. 79,05 Juta","Rp. 10,00 Juta","- %/Tahun","Rp. 10,00 Juta","Rp. 5,00 Juta","3"
"1622315004-4317","https://www.bi.go.id/bisaid","Kalua Jeruk Pusaka","https://www.bi.go.id/bisaid/bisaid/Detail?pm=gEXDUxZlVc0jpmM3AVmmrQ==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Kalua Jeruk Pusaka","Usaha Utama  : Pembuatan Kalua Jeruk","Produk Utama : Kalua Jeruk","Kp. Warung RT/RW  40545 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BANDUNG Provinsi JAWA BARAT 

                                        Telp : - Fax : -","Perorangan","5","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Tinggi","Rp. 206,79 Juta","Rp. 72,00 Juta","62 %/Tahun","Rp. 0,00 Juta","Rp. 254,00 Juta","7"
"1622314626-4189","https://www.bi.go.id/bisaid","Usaha Batu Bata","https://www.bi.go.id/bisaid/bisaid/Detail?pm=LAZLDu584JKU5b5vL6bp3A==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Usaha Batu Bata","Usaha Utama  : Batubata","Produk Utama : Batubata","Lr. Melati RT/RW  1/2/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN KONAWE SELATAN Provinsi SULAWESI TENGGARA 

                                        Telp : - Fax : -","Perorangan","2","Retail","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 877,30 Juta","Rp. 128,40 Juta","15 %/Tahun","Rp. 10,00 Juta","Rp. 856,00 Juta","5"
"1622316746-4859","https://www.bi.go.id/bisaid","Bengkel Las Pak  Jalil","https://www.bi.go.id/bisaid/bisaid/Detail?pm=4YZ9bNpprvuRPtrjWXlolA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","Bengkel Las Pak  Jalil","Usaha Utama  : Pembuatan Konstruksi Baja","Produk Utama : Konstruksi Baja","Syahbudin Yatim No. 74 RT/RW  - 

                                        Kelurahan - Kecamatan - Kabupaten KOTA MEDAN Provinsi SUMATERA UTARA 

                                        Telp : - Fax : -","Perorangan","13","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 97,50 Juta","Rp. 1.504,00 Juta","16 %/Tahun","Rp. 3,00 Juta","Rp. 52,00 Juta","4"
"1622317223-5007","https://www.bi.go.id/bisaid","Usaha Cumi-cumi Bu Isna","https://www.bi.go.id/bisaid/bisaid/Detail?pm=3rlzkXScsFTDvviX126VKA==&mp=Bjv3m4lcInn46OWc4jy6kQ==","Usaha Cumi-cumi Bu Isna","Usaha Utama  : Pengolahan Pangsit Cumi-cumi","Produk Utama : Pangsit Cumi-cumi","Jl. Krasak  RT/RW  6/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN BOYOLALI Provinsi JAWA TENGAH 

                                        Telp : 8179468689 Fax : -","Perorangan","0","Retail dan Distributor","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %","Sedang","Rp. 14.530.000,00 Juta","Rp. 60,84 Juta","20 %/Tahun","Rp. 5,00 Juta","Rp. 120,00 Juta","5"
"1622316409-4753","https://www.bi.go.id/bisaid","Srikandi","https://www.bi.go.id/bisaid/bisaid/Detail?pm=/TRP98FlUZa/gJ9IJ3VlbA==&mp=LhrIHvxx5uWPOvZTrS6CKw==","","Usaha Utama  :","Produk Utama :","RT/RW   

                                        Kelurahan  Kecamatan  Kabupaten  Provinsi  

                                        Telp :  Fax :","","","","0,00 %","0,00 %","","Rp. 0,00 Juta","Rp. 0,00 Juta","%/Tahun","Rp. 0,00 Juta","Rp. 0,00 Juta",""
"1622315304-4406","https://www.bi.go.id/bisaid","Pabrik Keripik Tempe Riang","https://www.bi.go.id/bisaid/bisaid/Detail?pm=nTVti5v23SYVD0wYGb1FaA==&mp=p1ca+Y2BZCwOZVEqm2oXjA==","Pabrik Keripik Tempe Riang","Usaha Utama  : Industri Keripik Tempe","Produk Utama : Keripik Tempe","Sukmailang RT/RW  2/3/2020 

                                        Kelurahan - Kecamatan - Kabupaten KABUPATEN PESAWARAN Provinsi LAMPUNG 

                                        Telp : - Fax : -","Perorangan","1","Retail","Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Rendah","Rp. 95,00 Juta","Rp. 12,00 Juta","10 %/Tahun","Rp. 7,00 Juta","Rp. 40,00 Juta","7"
